doc_id,text,label
3286,"the following is a survey we are conducting for a term project in a philosophy class. it is not meant to give us anything interesting statistically; we want to hear what kind of voices there are out there. we are not asking for full- blown essays, but please give us what you can. as i do not read these groups often, please email all responses to me at shimpei@leland.stanford.edu. as my mail account is not infinite, if you can delete the questions and just have numbered answers when you write back i would really appreciate it. since we would like to start analyzing the result as soon as possible, we would like to have the answers by april 30. if you absolutely cannot make it by then, though, we would still liken to hear your answer. if anyone is interested in our final project please send a note to that effect would like to have the answers by april 30. if you absolutely cannot make it by then, though, we would still like to hear your answer. if anyone is interested in our final project please send a note to that effect (or better yet, include a note along with your survey response) and i'll try to email it to you, probably in late may. survey: question 1) have you ever had trouble reconciling faith and reason? if so, what was the trouble? (for example: -have you ever been unsure whether creationism or evolutionism holds more truth? -do you practice tarot cards, palm readings, or divination that conflicts with your scientific knowledge of the world? -does your religion require you to ignore physical realities that you have seen for yourself or makes logical sense to you?) basically, we would like to know if you ever _believed_ in something that your _reason_tells you is wrong. question 2) if you have had conflict, how did/do you resolve the conflict? question 3) if you haven't had trouble, why do you think you haven't? is there a set of guidelines you use for solving these problems? thank you very much for your time. -- shimpei yamashita, stanford university email:shimpei@leland.stanford.edu ""there are three kinds of mathematicians: those who can count and those who can't.""",15
3287,"hate to mess up your point, but it is incredibly easy to learn how to make a nuclear weapon. the hard part is getting the radioactives to put in it. have you ever read tom clancy's _the sum of all fears_? it describes in great detail how a palestinian terrorist group constructed a nuclear bomb using stolen (actually found) plutonium, with some help from an east german nuclear physicist. for some non fiction, read tom clancy's article _five minutes till midnight_. it shows how a terrorist group could construct a nuke using neptunium, a low grade radioactive waste product dumped in toxic waste sites and forgotten about. he also claims information on constructing a nuke is easily found in any large library. sounds kind of scary, doesn't it? :-( don't know whether you could get busted for warning of a speedtrap. doug holland --",11
3288,"fellow netters, i'm in the market for a hand scanner. however, i don't know anyone who has one. i have my eye on two choices. dexxa: this scanner is available at wal-mart for $90. it includes grayworks software and provides 400 dpi and 32 grayscales (i think). the ocr software catchword is available through mail-order for about $90 also. mustek: (gray artist for windows) this scanner offers 256 grayscales (according to cad & graphics) and 800 dpi. it is available for $169 mail-order and comes with perceive ocr and picture publisher le. i am also looking at a genius hand scanner (b105) from cad & graphics. it is basically the same as the mustek scanner except for the resolution (400 dpi) and price ($149). basically, i would like recommendations on which to buy. i have heard that logitech makes the best and manufactures dexxa scanners. but which one is the best buy? would 800 dpi really be helpful (output would be no better than hp laserjet iii or canon bj-200 - 300x300 to 360x360)? i am leaning toward the mustek because it offers the most features and is in the middle in terms of prices. which should i buy? if you have a hand scanner, please let me know whether or not you would recommend it. also, if you know of another scanner within the price range (under $225) that would be a better deal, please e-mail me. any and all help would be greatly appreciated.",3
3289,"(deletion) since this drivel is also crossposted to alt.atheism, how about reading the alt.atheism faq? the josephus quote is concidered to be a fake even by christian historians, and the four gospels contradict each other in important points.",19
3290,"could someone mail me the archive location of the msf program (for an ibm, right?)? thanks,",8
3291,"not to mention, mr. francis is an incredibly nice person. over christmas break, a friend of mine had a little xmas gathering. the two of us drove to ron's house. while i stayed in the car out of shyness, my friend went to the door and rang the bell. ron answered and my friend introduced himself. he then proceeded to invite francis to the party. ron declined because he ""had to watch his daughter."" he then reached out and shook my friend's hand! i know this isn't r.s.b., but i don't think barry bonds would be this polite in this situation.",10
3292,"no flames please, but i picked up this discussion a bit late and i am really curious... what exactly *is* the $25 network? something to hack together n serial cables? something with n serial drivers?",12
3293,"is anyone maintaining a list of favorite shareware and public domain windows software? i have several such lists for msdos, but they are really light on windows stuff.",2
3294,[...] how ironic.,14
3295,"well, if you're going to get upset with this, you might as well direct some of this moral outrage towards glavcosmos as well. they pioneered this capitalist application of booster adverts long before nasa. (sign of the times: a sony logo on a soyuz launcher...) this sounds like something lowell wood would think of. does anyone know if he's involved? this may be the purpose for the university of colorado people. my guess is that the purpose for the livermore people is to learn how to build large, inflatable space structures. if this is true, i think it's a great idea. learning how to build to build structures in space in an essential step towards space development, and given that freedom appears to be shrinking towards the vanishing point, i question whether nasa's space station is going to provide much, if any, knowledge in this area. (especially if a design such as faget's wingless orbiter is chosen...) if such a project also monitors ozone depletion and demonstrates creative use of (partial) private sector funding in the process -- so much the better. and does anyone have any more details other than what was in the wn news blip? how serious is this project? is this just in the ""wild idea"" stage or does it have real funding? not yet. though, if this project goes through, i suppose the return of jeremy rifkin is inevitable... -- _______________________________________________________________________________",14
3296,"i've been to three talks in the last month which might be of interest. i've transcribed some of my notes below. since my note taking ability is by no means infallible, please assume that all factual errors are mine. permission is granted to copy this without restriction. note for newbies: the delta clipper project is geared towards producing a single staget to orbit, reusable launch vehicle. the dc-x vehicle is a 1/3 scale vehicle designed to test some of the concepts invovled in ssto. it is currently undergoing tests. the dc-y vehicle would be a full scale experimental vehicle capable of reaching orbit. it has not yet been funded. on april 6th, rocky nelson of macdonnell douglas gave a talk entitled ""optimizing techniques for advanced space missions"" here at the university of illinois. mr nelson's job involves using software to simulate trajectories and determine the optimal trajectory within given requirements. although he is not directly involved with the delta clipper project, he has spent time with them recently, using his software for their applications. he thus used the dc-y project for most of his examples. while i don't think the details of implicit trajectory simulation are of much interest to the readers (i hope they aren't - i fell asleep during that part), i think that many of you will be interested in some of the details gleaned from the examples. the first example given was the maximization of payload for a polar orbit. the main restriction is that acceleration must remain below 3 gs. i assume that this is driven by passenger constraints rather than hardware constraints, but i did not verify that. the delta clipper y version has 8 engines - 4 boosters and 4 sustainers. the boosters, which have a lower isp, are shut down in mid-flight. thus, one critical question is when to shut them down. mr nelson showed the following plot of acceleration vs time: ______ 3 g /| / | / | / | as ascii graphs go, this is actually fairly / | / | good. the big difference is that the lines 2 g / |/ | made by the / should be curves which are / | concave up. the data is only approximate, as / | the graph wasn't up for very long. 1 g / | | | 0 g | ^ ^ ~100 sec ~400 sec as mentioned before, a critical constraint is that g levels must be kept below 3. initially, all eight engines are started. as the vehicle burns fuel the accelleration increases. as it gets close to 3g, the booster engines are throtled back. however, they quickly become inefficient at low power, so it soon makes more sense to cut them off altogether. this causes the dip in accelleration at about 100 seconds. eventually the remaining sustainer engines bring the g level back up to about 3 and then hold it there until they cut out entirely. the engine cutoff does not acutally occur in orbit. the trajectory is aimed for an altitude slightly higher than the 100nm desired and the last vestiges of air drag slow the vehicle slightly, thus lowering the final altitude to that desired. questions from the audience: (paraphrased) q: would it make sense to shut down the booster engines in pairs, rather than all at once? a: very perceptive. worth considering. they have not yet done the simulation. shutting down all four was part of the problem as given. q: so what was the final payload for this trajectory? a: can't tell us. ""read aviation leak."" he also apparently had a good propulsion example, but was told not to use it. my question: does anyone know if this security is due to sdio protecting national security or md protecting their own interests? the second example was reentry simulation, from orbit to just before the pitch up maneuver. the biggest constraint in this one is aerodynamic heating, and the parameter they were trying to maximize was crossrange. he showed graphs of heating using two different models, to show that both were very similar, and i think we were supposed to assume that this meant they were very accurate. the end result was that for a polar orbit landing at ksc, the dc-y would have about 30 degrees of crossrange and would start it's reentry profile about 60 degrees south latitude. i would have asked about the landing maneuvers, but he didn't know about that aspect of the flight profile.",14
3297,"does anybody have a collection of occurances of 42? (before and after the guide). if not, i would like to receive any odd bits you might know. postings to alt.fan.douglas.adams.",1
3298,,9
3299,"[this is posted for a friend, please reply to dschick@holonet.net] 1990 bmw k75rt for sale",8
3300,"i have used jvc's top of the line portable cd player for three months now. i have mostly used it in my car on long trips, so it has less than 20 hours of use on it. the unit is one of the best that i have seen and listened to, but i am going to part with it to install a disc changer in my car. features include: 17 hz - 20,000 hz rechargeable nicad batteries wireless remote control ac adaptor headphones carrying belt and case digital 6 band graphic eq with spectrum analyzer 25 presets, 5 user programmable rca connections and cord jvc compulink capability (cord included) programmable from remote intro, random, repeat playback i will include a discwasher (tm) power converter to convert an automobile's 12v dc to the 5.5v dc that the unit requires. i had to buy this one because it was the only one that fits, (jvc makes a unique connection that cannot be found at radio shack etc). i paid $235 for the disc player and another $30 for the power converter. i will sell the disc player alone for $180, or both items for $190. send replies to harrij@rpi.edu or (518)271-7942",6
3301,"aclu official policies. policy 18, for example, opposes rating systems for motion pictures: ""industry sponsored ratings systems create the potential for constraining the creative process and thus contracting the marketplace of ideas. despite the stated goal of providing guidance to parents, experience has shown that ratings inevitably have serious chilling effects on freedom of expression."" in regards to the pledge of allegiance, the aclu states in its policy 84: ""the insertion of the words `under god' into the pledge of allegiance is a violation of the constitutional principle of separation of church and state."" policy 120 states that, ""military conscription under any circumstances is a violation of civil liberties and constitutional guarantees."" the aclu objects to the draft even during wartime because of the ""anti-democratic power it gives government to wage war without support of the people."" policy 125 states, ""the aclu calls for a broad-based inquiry into war crimes within the widest possible definition of war crimes against humanity, and crimes against the peace, focusing upon the actions of the united states military and other combatants against the people of south vietnam, laos, cambodia, and north vietnam."" policy 133 states, ""the aclu recognizes that us government reliance upon nuclear weaponry as a dominant element of foreign and domestic policy, while propounded as a defense of democracy, is in fact a great threat to civil liberties. four decades of adherence to this policy has fundamentally altered the nature of our constitutional democratic process and poses a paramount threat to our civil liberties."" policy 217 objects to roadblocks ""where drivers are stopped for sobriety tests"" because they ""violate fourth amendment principles."" policy 242 states the following on criminal sentencing: ""the most appropriate correctional approach is reintegrating the offender into the community, and the goals of reintegration are furthered much more readily by working with the offender within the community than by incarceration. probation should be authorized by the legislature in every case; exceptions to the principle are not favored, and any exceptions, if made, should be limited to the most serious of offenses, such as murder or treason."" bill vojak vojak@icebucket.stortek.com nra, ila, colorado firearms coalition ------------------------------------------------------------ the cbs nightly propaganda with dan rather. (rather not!) the cbs nightly propaganda with dan rather. (rather biased!)",16
3302,"mediterranean investment property for sale ------------------------------------------ javea, alicante spain (costa blanca) villa on a large lot in the wooded (pine) hills ""above the noise"". 2 bedrooms, living-dining room + glassed-in sun-porch; kitchen & bathroom. large lot surrounded by traditional white wall with wrought iron gates: room for an in-ground pool. 2 minutes from the sea and supermarket; 10 minutes from town and full amenities. area has specially favourable microclimate, mentioned in a who climate report. seat (fiat) runabout car, 3 years old may be included, in the deal. ideal for retirement or as a family holiday resort. must sell for family reasons. asking $150,000. reply by email or call canada (613)591-0507 --------------------------------------------------------------------- simon curry, executive director tele: (613)991-9001 the royal society of canada fax: (613)991-6996 po box 9734, ottawa k1g 5j4 email: curry@doe.carleton.ca --",6
3303,"here is the tollfree hotline for the epilepsy foundation of america - 1-800-efa-1000. they will be able to answer your questions and send you information and references on seizure types, medication, etc. they can also give you references for a pediatric neorologist in your area. also ask for the number of your local foundation who can put you in touch with a parent support group and social workers. good luck.",13
3304,"i have the april 15, 1993 issue of the sf chronicle in my lap. page e7 (in the ""sporting green"" section) has a trader's advert. (the copy is a bit screwed up - it says that the prices offered expire 4-14-93, but the ad is there.) the sf examiner and chronicle run the same set of adverts (because they have a joint printing/biz agreement and differ only in editorial content). i've seen gun ads recently in the merc, which is anti-gun editorially, albeit not from traders, but from its competitors. i don't know about the other papers. does traders claim that things are changing? when? because it's easier than telling the truth and no one much cares either way. before you do, make sure that the bozos are actually doing what you're accusing them of. -andy",16
3305,i sold a bike via the net to a young lady who lived in salt lake city. i live near lost angeles. it turned out we had mutual aquaintances at ucla as well.,8
3306,"it is not true that dermatologists gave not reached the laser age, in fact, lasers in dermatological surgery is a very new and exciting field. it probably won't be effective in tinea pedis because the laser is usually a superficial burn (to avoid any deeper damage). limited tinea pedis can be cured albeit sometimes slowly by topical antifungals as well as systemic medication i.e. tablets. finally, a self-diagnosis is not always reliable, lichen simplex chronicus can look like a fungal infection and requires very different treatment.",13
3307,"[posted for a friend] okay, i looked through the faqs and didn't see this, but i know its come up before... xalloccolor is supposed to do the following in order: try to find an exact match read-only color cell. (within hardware limits) try to allocate a read-only colorcell and set it to match. and when all else fails, return the colorcell with the best match from the read-only colors already allocated in the colormap. this sounds good in theory. it doesn't seem to work this way though. if there is no exact match already in the colormap, and no unallocated cells, then xalloccolor fails, even when it has already allocated several other cells already, and there are dozens of read-only cells already in the colormap. is this a bug? a feature? a misunderstanding on my part? any help appreciated,",5
3308,does that imply that people who take marriage vows but aren't sincere are not married?,15
3309,i have a onkyo integrated amplifier that i am looking to get rid of. 60w/ch works great integra series not a problem asking $100 obo if your interested call me at 317-743-2656 or email this address. make me an offer!!! todd,6
3310,whats this 680x1024 256 color mode? asking a lot of your hardware ?,1
3311,"in des moines, iowa, about a year ago, some kid dropped a rock from an overpass and hit car just behind the windshield. it put a dent in the roof, so i guess i was lucky it hit metal. it's frustrating that we can't do much. bother the city government to put covers on all overpasses? slow down/speed up a bit when driving under all overpasses in the city? i like the first better, but that will take time and lots of people talking to the city governments. just another .02...",7
3312,"for sale 1990 mitsubishi eclipse gsx * all wheel drive * 195 hp, 16 valve, turbo * 5 speed transmission * limited slip differential * am/fm stereo w/cd player, cassette, 6 speakers * fog lights * air conditioning * cruise control * electric windows * front & rear intermittent wipers & washers * alloy wheels * undercoated & rustproofed * 22,000 miles * maui blue * excellent condition * asking $ 11,899 (negotiable)",6
3313,"smythe division --------------- vancouver vs. winnipeg - jets in 7 the jets have played the canucks tough the last three games. everyone is healthy for the jets. i'm biased. :) calgary vs. los angeles - flames in 6 from what i have seen, the kings have looked flat lately. i just can't see them getting by the flames. final- jets in 6. the jets haven't lost to the flames in '93. they will, but it will be a close series that will come down to how well roberts has recovered. i don't think he'll be 100%, and while it will help, it won't be enough. norris division --------------- chicago vs. st. louis/minnesota chicago in 6 against the blues, 7 against the stars. detroit vs. toronto - wings in 6. the wings should be able to shutdown gilmour and andreychuk. chelvadae is more experienced than potvin. final - hawks in 7. brutal series. probert and chelios will go at it. belfour is better than chelvadae, imho. conference final - hawks in 6. it hurts, but the hawks are more experienced, and that will carry them through to the final. prince of wales conference -------------------------- adams division -------------- boston vs. buffalo - bruins in 6. b's can check, juneau is darn good, and neely. the sabres rely too much on lafontaine and mogilny. quebec vs. montreal - montreal in 7. classic battle, the inexperience will hurt the nords, this year. final - bruins in 5. habs will be hurting from their series with the nords, and boston has been able to control the scorers on the habs. patrick division ---------------- pittsburgh vs islanders/devils - pens in 5. one word. mario. washington vs. devils/islanders - caps in 6 / devils in 7. i think the caps can beat the isles, but not the devils. tabaracci has been strong in goal, and if he plays like last year, he could carry the team. it doesn't matter, though. final - pens in 5. two more words. stevens. jagr. cup final - pens in 6. three last words. tocchet. murphy. barrasso. the only thing i don't like about this is that the pens woofers are going to be out in full force again. (i don't mean the regular penguin fans...it's just like the bunch around here that if these predictions are true will post like nuts while the jets are winning, but we won't hear from again when they lose.) (oh yeah...next year's cup prediction...jets in 7 over the nords.)",10
3314,"surely some one of you is familiar with what a mail-order company goes through. this company has only a few products, but thousands of clients. i need a sales, billing, and receivables program to handle the thing, but i need to be able to customize it myself, own the source, etc. anyone willing to sell me the basic stuff (in any development language) i'll be willing to pay about $1,000 to. it has to be ready now. i need this sort of solution immediately. with more time i'll just develop one myself. if you can have me a prototype in two weeks, you can make some quick cash.",2
3315,"on my 486dx-50 (really 50, not dx2), my at bus is set to clk/3. at 16.67 mhz, i have no problems. soundblaster pro, zoom 14.4 fxm, rll controller, etc. all work fine. if i set it to 2 (25 mhz), i simply don't get past the post routines. i doubt you could actually damage much by playing with it.",3
3316,"only the most comprehensive survey on sexuality in 50 years. chance and size have nothing in common on the multimillion number scale we are talking about. nobody said that you were. chill. well said. actually, the kinsley report in 1947(or 48?) used a high percentage of prisoners so...........",18
3317,"3rd uptade: here are the standings for the poll after 39 votes: 5 points for 1st, 4 for 2nd,... 1 point for 5th: ea/ nhlpa game 1. det 102 2. chi 97 3. ny 74 4. van 73 5. mtl 69 6. pit 33 7. wsh 29 8. bos 21 9..asw 16 10.cgy 10 11.que 9 12.ase 8 13.wpg 7 14.la 5 otw 5 stl 5 tor 5 18.buf 3 phi 3 tby 3 21.sj 2 22.min 1 atlanta to win turner cup 1 (not in the game, but 1 person vote) 24.edm 0 htf 0 li 0 nj 0 4 teams have no point continue to send your votes in this format (until april 20th, approximately) ------------------------------------------------ 1. 2. 3. 4. 5. ------------------------------------------------ keywords: -- _____________________________________________________",10
3318,"all they said on the radio that he developed stiffness in the shoulder after throwing a curveball that didn't loosen. because of the cold night in denver they decided to remove him from the game rather than let him pitch. he is expected to pitch his next turn in the rotation (expected to be april 20, at shea vs the giants).",9
3319,"this isn't anything new. back in 1985 i was driving under a high overpass at night on i-805 in san diego when i caught a glimpse of someone on the overpass. as i passed under a rock slammed against the metal between the winshield and right front window. my girlfriend was in the seat next to it. i called the police from the next exit, but i doubt if they were found. about five years ago in san diego someone was put into a coma from a brick being thrown through his sunroof as he was driving and subsequently crashed. i don't think he ever came out of the coma, and i haven't heard anything about it for a couple years. probably because there are many children there. also the minor fact that other than defending themselves from 100 some people attacking them they haven't threatened or attacked anyone outside the compound in years. being a promiscuous religious nut does not constitute grounds for a mass murder of koresh and his followers. sorry for posting this to this group, but i thought the previous post needed a rebuttal. if you follow-up to this portion please cross-post and direct follow-ups to a more appropriate newsgroup.",7
3320,"sorry, i misread your remark about young men and women. (though i am now unsure what that sentence does mean.) you implied that anyone who wants to send troops to bosnia wants to do so to help the ""butchers of their choice"". since the primary targets of help are muslim victims of ""ethnic cleansing"", you imply that such muslim victims are butchers. this implies both sides are equal. true, it may sometimes be difficult or impossible to determine which side is the victim, but that does not mean that victims do not exist. would you, in wwii have said that there were atrocities on the sides of both the jews and the germans? yes, but both sides want different things. the muslims chiefly want to not be ""ethnic cleansed"". the serbians want to ""ethnic cleanse"" the muslims. it is indeed true that each side will stop when it gets what it wants, but the things that the two sides want are not equivalent. i recall, before we did anything for somalia, (apparent) left-wingers saying that the reason everyone was more willing to send troops to bosnia than to somalia was because the somalis are third-worlders who americans consider unworthy of help. they suddenly shut up when the us decided to send troops to the opposite place than that predicted by the theory. for that matter, this theory of yours suggests that americans should want to help the serbs. after all, they're christian, and the muslims are not. if the desire to intervene in bosnia is based on racism against people that are less like us, why does everyone _want_ to help the side that _is_ less like us? especially if both of the sides are equal as you seem to think? -- ""on the first day after christmas my truelove served to me... leftover turkey! on the second day after christmas my truelove served to me... turkey casserole that she made from leftover turkey. [days 3-4 deleted] ... flaming turkey wings! ... -- pizza hut commercial (and m*tlu/a*gic bait)",17
3321,when i got my knee rebuilt i got back on the street bike asap. i put the crutches on the rack and the passenger seat and they hung out back a long way. just make sure they're tied down tight in front and no problemo. -- go fast. take chances.,8
3322,"no, no, no! bill, please, don't nominate anyone who pronounces it ""noo-q-lar""! jimmy always used to drive everyone nuts when he did that! and don't let amy anywhere near! and... {emily litella voice} ...never mind. ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ paul havemann (internet: paul@hsh.com)",18
3323,"first, thanks to all who replied to my original question.",1
3324,"hello everyone, i have a casio tv-470 lcd color television for sale. it is in mint condition. retail is $199 but i'm looking to get about 1/2 of that for it, tops. highest bidder in a week gets it, assuming the highest bidder is at least $60. tv comes with black case and uses 4 aa batteries. they also sell ac adaptor. it has external jack for phones and external antenna, etc. the picture is very good and it has electronic tuning so you don't have to screw with tuning a picture in, etc. i have the box and all documentation. this has seen less than 3 hours use as i have all but sworn off tv.",6
3325,"for those of you interested in the above procedure, i am able to add the following facts: 1) this procedure is not done in philadelphia. 2) it is performed in maryland at johns hopkins for corrections between 0 and -5 and from -10 to -20 (diopters, i think are the units). 3) it is performed in new york city at manhattan eye and ear for corrections between 0 and -6. the magic words to use when requesting information on this is not prk (they think you mean rk) but the excimer laser study (or protocol). this will get you to the proper people.",13
3326,"what evidence are you aware of. what was reported in the media, or all of the evidence that was presented at the trial. this sounds to me a lot like the first rodney king 5 trial. a bunch of people who saw 10 to 15 seconds out of a several minute long video, decided that they knew more than people who had sat through a two week trial.",18
3327,"johnny mize had six three-hr games, which is the current record.",9
3328,level 5 refers to the carnegie-mellon software engineering institute's capability maturity model. this model rates software development org's from1-5. with 1 being chaotic and 5 being optimizing. dod is beginning to use this rating system as a discriminator in contracts. i have more data on thifrom 1 page to 1000. i have a 20-30 page presentation that summarizes it wethat i could fax to you if you're interested... bret wingert wingert@vnet.ibm.com,14
3329,"the dead giveaway is the repeated protestations that the new plan is aimed at ""criminals"", ""drug dealers"", ""terrorists"", etc. you'd think the tactic would be too obvious to trot out yet again after a decade of sarah and the rest of the brady bunch using it to destroy the second amendment, but evidently the control nuts feel it will serve them one more time.",11
3330,":>i think the scientists are biased towards the food industry or something. :>was the article long? would anyone be interested in posting it? :a neuroscientist told me that msg is used as a neurotoxin...that's :right...some labs use it to ""kill"" neurons in mice and rats vitamin a (and i think vitamin d) in strong enough amounts can kill. the key words are dosage and exposure mechanism.",13
3331,"my old jacket is about to bite the dust so i'm in the market for a new riding jacket. i'm looking for recommendations for a suitable replacement. i would like to buy a full aerostich suit but i can't afford $700 for it right now. i'm considering two basic options: 1) buy the aerostich jacket only. dunno how much it costs due to recent price increases, but i'd imagine over $400. that may be pushing my limit. advantages include the fact that i can later add the pants, and that it nearly eliminates the need for the jacket portion of a rainsuit. 2) buy some kind of leather jacket. i like a few of the new hein-gericke firstgear line, however they may be a bit pricey unless i can work some sort of deal. advantages of leather are potentially slightly better protection, enhanced pose value (we all know how important that is :-), possibly cheaper than upper aerostich. requirements for a jacket are that it must fit over a few other layers (mainly a sizing thing), if leather i'd prefer a zip-out lining, it must have some body armor similar to aerostich (elbows, shoulders, forearms, possibly back/kidney protection, etc.), a reasonable amount of pocket space would be nice, ventilation would be a plus, however it must be wearable in cold weather (below freezing) with layers or perhaps electrics. please fire away with suggestions, comments, etc... steve --",8
3332,"the adaptec 1540-series use bus mastering. this means that the cpu doesn't sit waiting for data bytes, it can go off and do other computing - if you have an advanced multi-tasking os, that is. dos just sits and waits anyway. why don't you start with the spec-sheet of the isa bus first? :-) ide was designed to plug into isa virtually unaided - in essence, ide *is* isa, on a ribbon cable. therefore it's specs are the same as isa - 8mhz clock, 16 bit width, 5mb/sec. this is why i've concluded that ide on vl-bus is a waste of a fast slot. the card's job would to slow the vl-bus transactions to isa speed. heck, that's what isa slots do - i'll just use one of those instead.",3
3333,"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ ^^^^^^^^^^^^^ joe, just 'cause you say they aren't subject to interpretation doesn't necesarily make it so. that's *your* *interpretation* of these texts. 2 peter 1:20-21 but know this first of all, that no prophecy of scripture is a matter of one's own interpretation, for no prophecy was ever made by an act of human will, but men moved by the holy spirit spoke from god. the study notes in my bible offer three possible meanings for verse 20. apparantly it's not as clear to charles ryrie as it is to you. 2 timothy 3:16-17 all scripture is inspired by god and profitable for teaching, for reproof, for correction, for training in righteousness; that the man of god may be adequate, equipped for every good work. galations 1:11-12 for i would have you know, brethren, that the gospel which was preached by me is not according to man. for i neither received it from man, nor was i taught it, but i receieved it through a revelation of jesus christ. when i read these passages, it was not immediately clear to me what every phrase meant. i had stop and think about the possible connotations of words, what the intent of the author may have been, wonder if the translator used the correct english word to convey the same meaning: i had to interpret. if you want to believe that your are not interpreting scripture as you read, there's probably nothing i can say to change your mind. but i think it's naive to think that our culture, experiences, education, do not affect everything we read. in college, i took an entire course in biblical interpretation. go to any christian bookstore, there are scores of books on interpreting and understanding scripture. if interpretation is unnecessary, there are an awful lot of misguided christians out there wasting a lot of time and energy on it.",15
3334,"i can't even hear the fan on my 650.....gee i wonder if its working.....yup, just checked, its exhausting air out the back just fine. gary --",4
3335,"^^ missing ""r"" dana-farber cancer institute 44 binney street boston, ma 02115 (617)732-3000",13
3336,"i've been a giants season ticket holder for years and never really complained about the old ballyard place. sure, it's been cold, the food lines were long, and the hired hands were surly, but this was all part of the giants mystique. or so i thought. i went to tuesday's game (3 - 1 giants over the marlins) and the 'stick was a much different place. nothing short of a dome will eliminate the wind, but everything is a lot better. the lines are a lot shorter, the bathrooms are clean and have running water, and the hired hands were very polite. the new foghorn (lights up and blows after each homerun) and the wooden fence are very nice, as are the new bleachers. the bleachers start right at the top of the fence and give a great view, and they've got beer stands at the bottome of the bleachers. the only complaint is that the electronic old-fashioned scoreboard looks electronic - could be better. these things should have been done a long time ago, but it took a real businessman (ex - safeway president peter magowan) to figure it out. just like he used to tell his checkers, ""if the customers don't come back, i don't need as many checkers"". this isn't a knock on bob lurie - he was a competent businessman but he didn't deal much with the general public. i'll give an example of how the level of service has changed. the onion dispenser jammed as i was using it. an attendant came over, apoligized for the problem and proceeded to fix the machine. after he was done, he cleaned the machine and said he was glad to be able to help. in the old days, there was no attendant and the folks at the concession stands would say ""go to the stand 100 feet away - they might be able to help"". all in all, it was a fun day",9
3337,is this group for real? i honestly can't believe that most of you expect you or your concerns to be taken remotely seriously if you behave this way in a forum for discussion. doesn't it ever occur to those of you who write letters like the majority of those in this group that you're being mind-bogglingly hypocritical?,17
3338,"it works for me. i avoid obscenities, and try to remain calm cool and collected, and try something like, ""you almost just killed me, and i'm not moving until you apologize."" or something more or less benign like that. i haven't been shot a single time, but i don't do it in texas, and i do only do it when there are plenty of witnesses around.",8
3339,"well, i have compiled some statistics on the entries of my pool. there are unofficially 52 entrants. here are the stats on what teams were picked to win it all: pittsburgh: 34 (1 sweep, 14 in 5, 15 in 6, 4 in 7) boston: 6 (1 in 5, 5 in 6) detroit: 4 (3 in 6, 1 in 7) montreal: 2 (1 in 5, 1 in 7) toronto: 2 (1 in 6, 1 in 7) (no, this wasn't roger) calgary: 1 (in 6) quebec: 1 (in 6) vancouver: 1 (in 7) washington: 1 (in 6) why the hell hasn't anybody picked chicago??? nobody! quebec got a pick, detroit got 4, but absolutely no chicago! how odd. here are the ""losers"": detroit: 20 chicago: 16 (so there they are!) pittsburgh: 6 vancouver: 4 boston: 2 calgary: 2 los angeles: 1 what?!? toronto: 1 los angeles??????? are you out of your mind?!?!? good luck to you, you'll need it! so pittsburgh is the consensus winner of the stanley cup. they'll statistically beat detroit in 6 games. haha that's happening! not! as i said, every one of my picks will come true, and i picked chicago to lose to pittsburgh in the finals, so tough luck to all you who picket detroit. well, tough luck to all of ya! i am a genius!!! ;-) -- keith keller let's go rangers!!!!! let's go quakers!!!!! kkeller@mail.sas.upenn.edu ivy league champs!!!!",10
3340,"4/15/93 1242 turkey sends light weapons as aid to azerbaijan by seva ulman ankara, turkey (upi) -- turkey is arming azerbaijan with light weapons to help it fight armenian forces in the struggle for the nagorno- karabakh enclave, the newspaper hurriyet said thursday. deputy prime minister erdal inonu told reporters in ankara that turkey was responding positively to a request from azerbaijan for assistance. ""we are giving a positive response to all requests"" from azerbaijan, ""within the limits of our capabilities,"" he said. foreign ministry spokesman vural valkan declined to elaborate on the nature of the aid being sent to azerbaijan, but said they were within the framework of the council for security and cooperation in europe. hurriyet, published in istanbul, said turkey was sending light weapons to azerbaijan, including rockets, rocket launchers and ammunition. ankara began sending the hardware after a visit to turkey last week by a high-ranking azerbaijani official. turkey has however ruled out, for the second time in one week, that it would intervene militarily in azerbaijan. wednesday, inonu told reporters ankara would not allow azerbaijan to suffer defeat at the hands of the armenians. ""we feel ourselves bound to help azerbaijan, but i am not in a position right now to tell you what form (that) help may take in the future,"" he said. he said turkish aid to azerbaijan was continuing, ""and the whole world knows about it."" prime minister suleyman demirel reiterated that turkey would not get militarily involved in the conflict. foreign policy decisions could not be based on street-level excitement, he said. there was no immediate reaction in ankara to regional reports, based on armenian sources in yerevan, saying turkish pilots and other officers were captured when they were shot down flying azerbaijani warplanes and helicopters. the newspaper cumhuriyet said turkish troops were digging in along the border with armenia, but military sources denied reports based on claims by local people that gunfire was heard along the border. no military action has occurred, the sources said. the latest upsurge in fighting between the armenians and azerbaijanis flared early this month when armenian forces seized the town of kelbajar and later positioned themselves outside fizuli, near the iranian border.",17
